date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:37:28	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:27%20GMT	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-solid-900.woff2?v=237f4a	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-solid-9008ec6.woff2	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
16:37:28	118072/118072	---M--	200	added ('OK')	font/woff2	etag:%221260760-1cd38-6274f5ea47600%22	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-brands-400.woff2?v=715d59	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-brands-40073f0.woff2	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
16:37:29	209376/209376	---M--	200	added ('OK')	font/ttf	etag:%22126075f-331e0-6274f5ea47600%22	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-brands-400.ttf?v=56c8d8	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-brands-4002abb.ttf	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
16:37:31	19374/19374	---M--	200	added ('OK')	image/jpeg	etag:%221101425-4bae-627ee80fc9300%22	https://gridx.codelayers.net/templates/gridx/images/menu-bg.jpg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/templates/gridx/images/menu-bg.jpg	(from https://gridx.codelayers.net/templates/gridx/css/template.css)
16:37:32	81314/81314	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:07:31%20GMT	https://gridx.codelayers.net/templates/gridx/images/quotepost.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/templates/gridx/images/quotepost.html	(from https://gridx.codelayers.net/templates/gridx/css/custom.css)
16:37:33	48164/-1	---M--	200	added ('OK')	text/html	etag:%226e9d75cb118e0c1b39b1318b2331ac28%22	https://gridx.codelayers.net/blog-with-right-sidebar/consulted-admitting-is-power-acuteness	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/consulted-admitting-is-power-acuteness.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:34	48188/-1	---M--	200	added ('OK')	text/html	etag:%22f30ef3deba286ca042879bd6419bfb33%22	https://gridx.codelayers.net/blog-with-right-sidebar/unsatiable-entreaties-may-collecting-power	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/unsatiable-entreaties-may-collecting-power.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:36	48220/-1	---M--	200	added ('OK')	text/html	etag:%223d5bd2fc5760c4883dfe29b1804466a8%22	https://gridx.codelayers.net/blog-with-right-sidebar/discovery-incommode-earnestly-no-he-commanded	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/discovery-incommode-earnestly-no-he-commanded.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:38	48160/-1	---M--	200	added ('OK')	text/html	etag:%227c3de4d747d74701f6253bd07f3193e4%22	https://gridx.codelayers.net/blog-with-right-sidebar/consulted-admitting-is-power-acuteness-4	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/consulted-admitting-is-power-acuteness-4.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:39	807/807	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%22c070768e4da2934b6a6c3e86c14eaa01%22	https://gridx.codelayers.net/blog-with-right-sidebar/analysis?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/analysisc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/analysis)
16:37:40	807/807	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%22d13a378e16871bb544cec1d52561afb7%22	https://gridx.codelayers.net/blog-with-right-sidebar/firewall?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/firewallc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/firewall)
16:37:41	815/815	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%2225beca5ede59eaf880f4d8158e9fb7b5%22	https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/it-solutionsc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions)
16:37:42	807/807	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%221a0b593837729185c13785f8c55551d3%22	https://gridx.codelayers.net/blog-with-right-sidebar/security?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/securityc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/security)
16:37:43	811/811	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%2260c1ae6332481dd5ccecfeaf9024289a%22	https://gridx.codelayers.net/blog-with-right-sidebar/technology?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/technologyc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/technology)
16:37:44	2348/2348	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%227035f276b3072520bfd9215df9072eb5%22	https://gridx.codelayers.net/tags-page-2/saas?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/saasc0d0	(from https://gridx.codelayers.net/tags-page-2/saas)
16:37:45	1557/1557	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%22a0c53516429c8630abe19d1c0b8bfbd9%22	https://gridx.codelayers.net/tags-page-2/figma?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/figmac0d0	(from https://gridx.codelayers.net/tags-page-2/figma)
16:37:46	1556/1556	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%22a1d1b6e0de91bd3ba8da178a3e05036a%22	https://gridx.codelayers.net/tags-page-2/java?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/javac0d0	(from https://gridx.codelayers.net/tags-page-2/java)
16:37:47	1545/1545	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%229aaf3a4c06cfe7ab56bee94259c7f93e%22	https://gridx.codelayers.net/tags-page-2/ui-ux?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/ui-uxc0d0	(from https://gridx.codelayers.net/tags-page-2/ui-ux)
16:37:48	1546/1546	UR-MCZ	200	added ('OK')	application/rss+xml	etag:%22d7827bd170906a3cd326cca911abfdfb%22	https://gridx.codelayers.net/tags-page-2/joomla?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/joomlac0d0	(from https://gridx.codelayers.net/tags-page-2/joomla)
